TIME_2DSOIL,TIME_PHREEQCRM,DATE,MINERAL_N,DELTA_NITRIFIED_N,DELTA_DENITRIFIED_N
  45292.838104,      72412.19,01/01/2024,     27.17,  0.1519182E-02,  0.8516253E-03
  45292.838953,      72485.52,01/01/2024,     27.17,  0.1562619E-02,  0.8970606E-03
  45292.839829,      72561.20,01/01/2024,     27.17,  0.1612453E-02,  0.9476054E-03
  45292.840708,      72637.17,01/01/2024,     27.17,  0.1618388E-02,  0.9719185E-03
  45292.841587,      72713.14,01/01/2024,     27.17,  0.1618097E-02,  0.9894083E-03
  45292.842467,      72789.11,01/01/2024,     27.17,  0.1617803E-02,  0.1003327E-02
  45292.843346,      72865.08,01/01/2024,     27.16,  0.1617516E-02,  0.1015344E-02
  45292.844225,      72941.05,01/01/2024,     27.14,  0.1617223E-02,  0.1026653E-02
  45292.845104,      73017.02,01/01/2024,     27.11,  0.1616936E-02,  0.1037148E-02
  45292.845984,      73092.99,01/01/2024,     27.07,  0.1616644E-02,  0.1046176E-02
  45292.846863,      73168.96,01/01/2024,     27.00,  0.1616357E-02,  0.1053229E-02
  45292.847742,      73244.93,01/01/2024,     26.92,  0.1616068E-02,  0.1058048E-02
  45292.848622,      73320.90,01/01/2024,     26.83,  0.1615778E-02,  0.1060652E-02
  45292.849501,      73396.87,01/01/2024,     26.73,  0.1615488E-02,  0.1061237E-02
  45292.850380,      73472.84,01/01/2024,     26.61,  0.1615200E-02,  0.1060088E-02
  45292.851259,      73548.81,01/01/2024,     26.49,  0.1614910E-02,  0.1057555E-02
  45292.852139,      73624.78,01/01/2024,     26.36,  0.1614623E-02,  0.1053973E-02
  45292.853018,      73700.75,01/01/2024,     26.23,  0.1614336E-02,  0.1049629E-02
  45292.853897,      73776.72,01/01/2024,     26.09,  0.1614047E-02,  0.1044775E-02
  45292.854776,      73852.69,01/01/2024,     25.96,  0.1613758E-02,  0.1039568E-02
  45292.855656,      73928.66,01/01/2024,     25.82,  0.1613472E-02,  0.1034143E-02
  45292.856794,      74026.97,01/01/2024,     25.65,  0.2087651E-02,  0.1329057E-02
  45292.858311,      74158.06,01/01/2024,     25.43,  0.2782906E-02,  0.1755640E-02
  45292.860165,      74318.27,01/01/2024,     25.16,  0.3400272E-02,  0.2121580E-02
  45292.862020,      74478.49,01/01/2024,     24.89,  0.3399002E-02,  0.2097883E-02
  45292.863874,      74638.71,01/01/2024,     24.64,  0.3397724E-02,  0.2074856E-02
  45292.865728,      74798.92,01/01/2024,     24.40,  0.3396447E-02,  0.2052579E-02
  45292.867583,      74959.14,01/01/2024,     24.16,  0.3395176E-02,  0.2031005E-02
  45292.869437,      75119.35,01/01/2024,     23.93,  0.3393900E-02,  0.2010162E-02
  45292.871291,      75279.57,01/01/2024,     23.71,  0.3392637E-02,  0.1990083E-02
  45292.873146,      75439.78,01/01/2024,     23.49,  0.3391359E-02,  0.1970666E-02
  45292.875000,      75600.00,01/01/2024,     23.29,  0.3390094E-02,  0.1951848E-02
  45292.876894,      75763.64,01/01/2024,     23.08,  0.3461165E-02,  0.1974553E-02
  45292.878788,      75927.27,01/01/2024,     22.88,  0.3459847E-02,  0.1956271E-02
  45292.880682,      76090.91,01/01/2024,     22.69,  0.3458532E-02,  0.1938577E-02
  45292.882576,      76254.55,01/01/2024,     22.50,  0.3457208E-02,  0.1921382E-02
  45292.884470,      76418.18,01/01/2024,     22.32,  0.3455898E-02,  0.1904711E-02
  45292.886364,      76581.82,01/01/2024,     22.14,  0.3454579E-02,  0.1888569E-02
  45292.888258,      76745.45,01/01/2024,     21.97,  0.3453274E-02,  0.1872969E-02
  45292.890152,      76909.09,01/01/2024,     21.81,  0.3451960E-02,  0.1857832E-02
  45292.892045,      77072.73,01/01/2024,     21.65,  0.3450653E-02,  0.1843068E-02
  45292.893939,      77236.36,01/01/2024,     21.49,  0.3449346E-02,  0.1828694E-02
  45292.895833,      77400.00,01/01/2024,     21.34,  0.3448039E-02,  0.1814719E-02
  45292.897727,      77563.64,01/01/2024,     21.19,  0.3446727E-02,  0.1801144E-02
  45292.899621,      77727.27,01/01/2024,     21.04,  0.3445430E-02,  0.1787983E-02
  45292.901515,      77890.91,01/01/2024,     20.90,  0.3444127E-02,  0.1775215E-02
  45292.903409,      78054.55,01/01/2024,     20.77,  0.3442829E-02,  0.1762781E-02
  45292.905303,      78218.18,01/01/2024,     20.63,  0.3441524E-02,  0.1750579E-02
  45292.907197,      78381.82,01/01/2024,     20.50,  0.3440229E-02,  0.1738668E-02
  45292.909091,      78545.45,01/01/2024,     20.37,  0.3438931E-02,  0.1727034E-02
  45292.910985,      78709.09,01/01/2024,     20.25,  0.3437633E-02,  0.1715637E-02
  45292.912879,      78872.73,01/01/2024,     20.13,  0.3436340E-02,  0.1704558E-02
  45292.914773,      79036.36,01/01/2024,     20.01,  0.3435057E-02,  0.1693775E-02
  45292.916667,      79200.00,01/01/2024,     19.89,  0.3433754E-02,  0.1683344E-02
  45292.918561,      79363.64,01/01/2024,     19.78,  0.3432473E-02,  0.1673152E-02
  45292.920455,      79527.27,01/01/2024,     19.67,  0.3431178E-02,  0.1663112E-02
  45292.922348,      79690.91,01/01/2024,     19.56,  0.3429894E-02,  0.1653264E-02
  45292.924242,      79854.55,01/01/2024,     19.45,  0.3428609E-02,  0.1643609E-02
  45292.926136,      80018.18,01/01/2024,     19.35,  0.3427326E-02,  0.1634151E-02
  45292.928030,      80181.82,01/01/2024,     19.25,  0.3426041E-02,  0.1624891E-02
  45292.929924,      80345.46,01/01/2024,     19.15,  0.3424767E-02,  0.1615829E-02
  45292.931818,      80509.09,01/01/2024,     19.05,  0.3423480E-02,  0.1606966E-02
  45292.933712,      80672.73,01/01/2024,     18.96,  0.3422200E-02,  0.1598305E-02
  45292.936174,      80885.46,01/01/2024,     18.83,  0.4447205E-02,  0.2063557E-02
  45292.938636,      81098.18,01/01/2024,     18.72,  0.4445052E-02,  0.2049698E-02
  45292.941919,      81381.82,01/01/2024,     18.56,  0.5923865E-02,  0.2708440E-02
  45292.946023,      81736.36,01/01/2024,     18.37,  0.7400061E-02,  0.3348135E-02
  45292.950126,      82090.91,01/01/2024,     18.19,  0.7394096E-02,  0.3312344E-02
  45292.954230,      82445.46,01/01/2024,     18.02,  0.7388155E-02,  0.3278609E-02
  45292.958333,      82800.00,01/01/2024,     17.86,  0.7382218E-02,  0.3246585E-02
  45292.963542,      83250.00,01/01/2024,     17.65,  0.9362214E-02,  0.4071234E-02
  45292.968750,      83700.00,01/01/2024,     17.46,  0.9352723E-02,  0.4024499E-02
  45292.973958,      84150.00,01/01/2024,     17.28,  0.9343239E-02,  0.3980120E-02
  45292.979818,      84656.29,01/01/2024,     17.09,  0.1050128E-01,  0.4423755E-02
  45292.985872,      85179.31,01/01/2024,     16.89,  0.1083612E-01,  0.4514479E-02
  45292.992150,      85721.79,01/01/2024,     16.70,  0.1122590E-01,  0.4625417E-02
  45292.996075,      86060.89,01/01/2024,     16.59,  0.7008950E-02,  0.2870768E-02
  45293.000000,      86400.00,01/02/2024,     16.48,  0.7003652E-02,  0.2850863E-02
  45293.006893,      86995.51,01/02/2024,     16.29,  0.1228996E-01,  0.4946006E-02
  45293.013847,      87596.41,01/02/2024,     16.11,  0.1238468E-01,  0.4931585E-02
  45293.020802,      88197.31,01/02/2024,     15.94,  0.1236821E-01,  0.4875083E-02
  45293.027757,      88798.21,01/02/2024,     15.77,  0.1235177E-01,  0.4821334E-02
  45293.034712,      89399.10,01/02/2024,     15.61,  0.1233541E-01,  0.4770138E-02
  45293.041667,      90000.00,01/02/2024,     15.46,  0.1231912E-01,  0.4721242E-02
  45293.049983,      90718.57,01/02/2024,     15.29,  0.1471214E-01,  0.5578510E-02
  45293.058321,      91438.93,01/02/2024,     15.13,  0.1472560E-01,  0.5529461E-02
  45293.066658,      92159.28,01/02/2024,     14.98,  0.1470246E-01,  0.5470663E-02
  45293.074996,      92879.64,01/02/2024,     14.83,  0.1467946E-01,  0.5414505E-02
  45293.083333,      93600.00,01/02/2024,     14.69,  0.1465655E-01,  0.5360106E-02
  45293.093119,      94445.47,01/02/2024,     14.53,  0.1717548E-01,  0.6217763E-02
  45293.103211,      95317.41,01/02/2024,     14.37,  0.1768079E-01,  0.6338273E-02
  45293.113682,      96222.14,01/02/2024,     14.22,  0.1831161E-01,  0.6501450E-02
  45293.119341,      96711.07,01/02/2024,     14.14,  0.9876669E-02,  0.3494232E-02
  45293.125000,      97200.00,01/02/2024,     14.06,  0.9866402E-02,  0.3474823E-02
  45293.135417,      98100.00,01/02/2024,     13.93,  0.1814285E-01,  0.6329841E-02
  45293.145833,      99000.00,01/02/2024,     13.80,  0.1810831E-01,  0.6267989E-02
  45293.156250,      99900.00,01/02/2024,     13.67,  0.1807394E-01,  0.6209238E-02
  45293.166667,     100800.00,01/02/2024,     13.56,  0.1803980E-01,  0.6152863E-02
  45293.179473,     101906.45,01/02/2024,     13.42,  0.2213621E-01,  0.7480402E-02
  45293.192644,     103044.45,01/02/2024,     13.28,  0.2271496E-01,  0.7610015E-02
  45293.200489,     103722.22,01/02/2024,     13.20,  0.1349679E-01,  0.4506695E-02
